probability_threshold,error_threshold_px,uncertainty_threshold_px,SCARED-C_raw_epe,SCARED-C_a2_epe,SCARED-C_refined_epe,SCARED-C_epe_gain,SCARED-C_retained_a2_gain,SCARED-C_intervention_coverage,SCARED-C_intervention_precision,SCARED-C_false_update_rate,SCARED-C_clean_degradation,D4D_raw_epe,D4D_a2_epe,D4D_refined_epe,D4D_epe_gain,D4D_retained_a2_gain,D4D_intervention_coverage,D4D_intervention_precision,D4D_false_update_rate,D4D_clean_degradation
0.5,1.0,1.0,0.19187043607234955,0.18235889077186584,0.19186218082904816,8.255243301391602e-06,0.0008679182026260009,1.3300666895438137e-05,0.9,1.3906020333382932e-06,1.3906020333382932e-06,0.882704496383667,0.8472868204116821,0.882704496383667,0.0,0.0,0.0,0.0,0.0,0.0
0.5,1.0,2.0,0.19187043607234955,0.18235889077186584,0.19147194921970367,0.000398486852645874,0.04189506962928613,0.0048387826165603946,0.378367234744365,0.00028576871785101923,0.00013071659113379956,0.882704496383667,0.8472868204116821,0.882704496383667,0.0,0.0,0.0,0.0,0.0,0.0
0.65,0.25,0.25,0.19187043607234955,0.18235889077186584,0.19187043607234955,0.0,0.0,0.0,0.0,0.0,0.0,0.882704496383667,0.8472868204116821,0.882704496383667,0.0,0.0,0.0,0.0,0.0,0.0
0.65,0.25,0.5,0.19187043607234955,0.18235889077186584,0.19187043607234955,0.0,0.0,0.0,0.0,0.0,0.0,0.882704496383667,0.8472868204116821,0.882704496383667,0.0,0.0,0.0,0.0,0.0,0.0
0.65,0.25,1.0,0.19187043607234955,0.18235889077186584,0.19187043607234955,0.0,0.0,0.0,0.0,0.0,0.0,0.882704496383667,0.8472868204116821,0.882704496383667,0.0,0.0,0.0,0.0,0.0,0.0
0.65,0.25,2.0,0.19187043607234955,0.18235889077186584,0.19187043607234955,0.0,0.0,0.0,0.0,0.0,0.0,0.882704496383667,0.8472868204116821,0.882704496383667,0.0,0.0,0.0,0.0,0.0,0.0
0.65,0.5,0.25,0.19187043607234955,0.18235889077186584,0.19187043607234955,0.0,0.0,0.0,0.0,0.0,0.0,0.882704496383667,0.8472868204116821,0.882704496383667,0.0,0.0,0.0,0.0,0.0,0.0
0.65,0.5,0.5,0.19187043607234955,0.18235889077186584,0.19187043607234955,0.0,0.0,0.0,0.0,0.0,0.0,0.882704496383667,0.8472868204116821,0.882704496383667,0.0,0.0,0.0,0.0,0.0,0.0
0.65,0.5,1.0,0.19187043607234955,0.18235889077186584,0.19187043607234955,0.0,0.0,0.0,0.0,0.0,0.0,0.882704496383667,0.8472868204116821,0.882704496383667,0.0,0.0,0.0,0.0,0.0,0.0
0.65,0.5,2.0,0.19187043607234955,0.18235889077186584,0.19187043607234955,0.0,0.0,0.0,0.0,0.0,0.0,0.882704496383667,0.8472868204116821,0.882704496383667,0.0,0.0,0.0,0.0,0.0,0.0
0.65,1.0,0.25,0.19187043607234955,0.18235889077186584,0.19187043607234955,0.0,0.0,0.0,0.0,0.0,0.0,0.882704496383667,0.8472868204116821,0.882704496383667,0.0,0.0,0.0,0.0,0.0,0.0
0.65,1.0,0.5,0.19187043607234955,0.18235889077186584,0.19187043607234955,0.0,0.0,0.0,0.0,0.0,0.0,0.882704496383667,0.8472868204116821,0.882704496383667,0.0,0.0,0.0,0.0,0.0,0.0
0.65,1.0,1.0,0.19187043607234955,0.18235889077186584,0.19187043607234955,0.0,0.0,0.0,0.0,0.0,0.0,0.882704496383667,0.8472868204116821,0.882704496383667,0.0,0.0,0.0,0.0,0.0,0.0
0.65,1.0,2.0,0.19187043607234955,0.18235889077186584,0.19187043607234955,0.0,0.0,0.0,0.0,0.0,0.0,0.882704496383667,0.8472868204116821,0.882704496383667,0.0,0.0,0.0,0.0,0.0,0.0
0.8,0.25,0.25,0.19187043607234955,0.18235889077186584,0.19187043607234955,0.0,0.0,0.0,0.0,0.0,0.0,0.882704496383667,0.8472868204116821,0.882704496383667,0.0,0.0,0.0,0.0,0.0,0.0
0.8,0.25,0.5,0.19187043607234955,0.18235889077186584,0.19187043607234955,0.0,0.0,0.0,0.0,0.0,0.0,0.882704496383667,0.8472868204116821,0.882704496383667,0.0,0.0,0.0,0.0,0.0,0.0
0.8,0.25,1.0,0.19187043607234955,0.18235889077186584,0.19187043607234955,0.0,0.0,0.0,0.0,0.0,0.0,0.882704496383667,0.8472868204116821,0.882704496383667,0.0,0.0,0.0,0.0,0.0,0.0
0.8,0.25,2.0,0.19187043607234955,0.18235889077186584,0.19187043607234955,0.0,0.0,0.0,0.0,0.0,0.0,0.882704496383667,0.8472868204116821,0.882704496383667,0.0,0.0,0.0,0.0,0.0,0.0
0.8,0.5,0.25,0.19187043607234955,0.18235889077186584,0.19187043607234955,0.0,0.0,0.0,0.0,0.0,0.0,0.882704496383667,0.8472868204116821,0.882704496383667,0.0,0.0,0.0,0.0,0.0,0.0
0.8,0.5,0.5,0.19187043607234955,0.18235889077186584,0.19187043607234955,0.0,0.0,0.0,0.0,0.0,0.0,0.882704496383667,0.8472868204116821,0.882704496383667,0.0,0.0,0.0,0.0,0.0,0.0
0.8,0.5,1.0,0.19187043607234955,0.18235889077186584,0.19187043607234955,0.0,0.0,0.0,0.0,0.0,0.0,0.882704496383667,0.8472868204116821,0.882704496383667,0.0,0.0,0.0,0.0,0.0,0.0
0.8,0.5,2.0,0.19187043607234955,0.18235889077186584,0.19187043607234955,0.0,0.0,0.0,0.0,0.0,0.0,0.882704496383667,0.8472868204116821,0.882704496383667,0.0,0.0,0.0,0.0,0.0,0.0
0.8,1.0,0.25,0.19187043607234955,0.18235889077186584,0.19187043607234955,0.0,0.0,0.0,0.0,0.0,0.0,0.882704496383667,0.8472868204116821,0.882704496383667,0.0,0.0,0.0,0.0,0.0,0.0
0.8,1.0,0.5,0.19187043607234955,0.18235889077186584,0.19187043607234955,0.0,0.0,0.0,0.0,0.0,0.0,0.882704496383667,0.8472868204116821,0.882704496383667,0.0,0.0,0.0,0.0,0.0,0.0
0.8,1.0,1.0,0.19187043607234955,0.18235889077186584,0.19187043607234955,0.0,0.0,0.0,0.0,0.0,0.0,0.882704496383667,0.8472868204116821,0.882704496383667,0.0,0.0,0.0,0.0,0.0,0.0
0.8,1.0,2.0,0.19187043607234955,0.18235889077186584,0.19187043607234955,0.0,0.0,0.0,0.0,0.0,0.0,0.882704496383667,0.8472868204116821,0.882704496383667,0.0,0.0,0.0,0.0,0.0,0.0
0.9,0.25,0.25,0.19187043607234955,0.18235889077186584,0.19187043607234955,0.0,0.0,0.0,0.0,0.0,0.0,0.882704496383667,0.8472868204116821,0.882704496383667,0.0,0.0,0.0,0.0,0.0,0.0
0.9,0.25,0.5,0.19187043607234955,0.18235889077186584,0.19187043607234955,0.0,0.0,0.0,0.0,0.0,0.0,0.882704496383667,0.8472868204116821,0.882704496383667,0.0,0.0,0.0,0.0,0.0,0.0
0.9,0.25,1.0,0.19187043607234955,0.18235889077186584,0.19187043607234955,0.0,0.0,0.0,0.0,0.0,0.0,0.882704496383667,0.8472868204116821,0.882704496383667,0.0,0.0,0.0,0.0,0.0,0.0
0.9,0.25,2.0,0.19187043607234955,0.18235889077186584,0.19187043607234955,0.0,0.0,0.0,0.0,0.0,0.0,0.882704496383667,0.8472868204116821,0.882704496383667,0.0,0.0,0.0,0.0,0.0,0.0
0.9,0.5,0.25,0.19187043607234955,0.18235889077186584,0.19187043607234955,0.0,0.0,0.0,0.0,0.0,0.0,0.882704496383667,0.8472868204116821,0.882704496383667,0.0,0.0,0.0,0.0,0.0,0.0
0.9,0.5,0.5,0.19187043607234955,0.18235889077186584,0.19187043607234955,0.0,0.0,0.0,0.0,0.0,0.0,0.882704496383667,0.8472868204116821,0.882704496383667,0.0,0.0,0.0,0.0,0.0,0.0
0.9,0.5,1.0,0.19187043607234955,0.18235889077186584,0.19187043607234955,0.0,0.0,0.0,0.0,0.0,0.0,0.882704496383667,0.8472868204116821,0.882704496383667,0.0,0.0,0.0,0.0,0.0,0.0
0.9,0.5,2.0,0.19187043607234955,0.18235889077186584,0.19187043607234955,0.0,0.0,0.0,0.0,0.0,0.0,0.882704496383667,0.8472868204116821,0.882704496383667,0.0,0.0,0.0,0.0,0.0,0.0
0.9,1.0,0.25,0.19187043607234955,0.18235889077186584,0.19187043607234955,0.0,0.0,0.0,0.0,0.0,0.0,0.882704496383667,0.8472868204116821,0.882704496383667,0.0,0.0,0.0,0.0,0.0,0.0
0.9,1.0,0.5,0.19187043607234955,0.18235889077186584,0.19187043607234955,0.0,0.0,0.0,0.0,0.0,0.0,0.882704496383667,0.8472868204116821,0.882704496383667,0.0,0.0,0.0,0.0,0.0,0.0
0.9,1.0,1.0,0.19187043607234955,0.18235889077186584,0.19187043607234955,0.0,0.0,0.0,0.0,0.0,0.0,0.882704496383667,0.8472868204116821,0.882704496383667,0.0,0.0,0.0,0.0,0.0,0.0
0.9,1.0,2.0,0.19187043607234955,0.18235889077186584,0.19187043607234955,0.0,0.0,0.0,0.0,0.0,0.0,0.882704496383667,0.8472868204116821,0.882704496383667,0.0,0.0,0.0,0.0,0.0,0.0
0.95,0.25,0.25,0.19187043607234955,0.18235889077186584,0.19187043607234955,0.0,0.0,0.0,0.0,0.0,0.0,0.882704496383667,0.8472868204116821,0.882704496383667,0.0,0.0,0.0,0.0,0.0,0.0
0.95,0.25,0.5,0.19187043607234955,0.18235889077186584,0.19187043607234955,0.0,0.0,0.0,0.0,0.0,0.0,0.882704496383667,0.8472868204116821,0.882704496383667,0.0,0.0,0.0,0.0,0.0,0.0
0.95,0.25,1.0,0.19187043607234955,0.18235889077186584,0.19187043607234955,0.0,0.0,0.0,0.0,0.0,0.0,0.882704496383667,0.8472868204116821,0.882704496383667,0.0,0.0,0.0,0.0,0.0,0.0
0.95,0.25,2.0,0.19187043607234955,0.18235889077186584,0.19187043607234955,0.0,0.0,0.0,0.0,0.0,0.0,0.882704496383667,0.8472868204116821,0.882704496383667,0.0,0.0,0.0,0.0,0.0,0.0
0.95,0.5,0.25,0.19187043607234955,0.18235889077186584,0.19187043607234955,0.0,0.0,0.0,0.0,0.0,0.0,0.882704496383667,0.8472868204116821,0.882704496383667,0.0,0.0,0.0,0.0,0.0,0.0
0.95,0.5,0.5,0.19187043607234955,0.18235889077186584,0.19187043607234955,0.0,0.0,0.0,0.0,0.0,0.0,0.882704496383667,0.8472868204116821,0.882704496383667,0.0,0.0,0.0,0.0,0.0,0.0
0.95,0.5,1.0,0.19187043607234955,0.18235889077186584,0.19187043607234955,0.0,0.0,0.0,0.0,0.0,0.0,0.882704496383667,0.8472868204116821,0.882704496383667,0.0,0.0,0.0,0.0,0.0,0.0
0.95,0.5,2.0,0.19187043607234955,0.18235889077186584,0.19187043607234955,0.0,0.0,0.0,0.0,0.0,0.0,0.882704496383667,0.8472868204116821,0.882704496383667,0.0,0.0,0.0,0.0,0.0,0.0
0.95,1.0,0.25,0.19187043607234955,0.18235889077186584,0.19187043607234955,0.0,0.0,0.0,0.0,0.0,0.0,0.882704496383667,0.8472868204116821,0.882704496383667,0.0,0.0,0.0,0.0,0.0,0.0
0.95,1.0,0.5,0.19187043607234955,0.18235889077186584,0.19187043607234955,0.0,0.0,0.0,0.0,0.0,0.0,0.882704496383667,0.8472868204116821,0.882704496383667,0.0,0.0,0.0,0.0,0.0,0.0
0.95,1.0,1.0,0.19187043607234955,0.18235889077186584,0.19187043607234955,0.0,0.0,0.0,0.0,0.0,0.0,0.882704496383667,0.8472868204116821,0.882704496383667,0.0,0.0,0.0,0.0,0.0,0.0
0.95,1.0,2.0,0.19187043607234955,0.18235889077186584,0.19187043607234955,0.0,0.0,0.0,0.0,0.0,0.0,0.882704496383667,0.8472868204116821,0.882704496383667,0.0,0.0,0.0,0.0,0.0,0.0
